outer_fold,seed_index,q,inner_fold,fit_rows,holdout_rows,fit_groups,holdout_groups,group_intersection_count,channel_source,validation_outcomes_used
CV03,12,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,12,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,12,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,12,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,13,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,13,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,13,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,13,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,13,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,13,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,13,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,13,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,13,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,13,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,13,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,13,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,14,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,14,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,14,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,14,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,14,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,14,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,14,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,14,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,14,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,14,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,14,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,14,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,15,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,15,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,15,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,15,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,15,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,15,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,15,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,15,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,15,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,15,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,15,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,15,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,16,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,16,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,16,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,16,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,16,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,16,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,16,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,16,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,16,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,16,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,16,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,16,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,17,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,17,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,17,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,17,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,17,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,17,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,17,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,17,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,17,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,17,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,17,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,17,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,18,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,18,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,18,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,18,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,18,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,18,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,18,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,18,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,18,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,18,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,18,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,18,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,19,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,19,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,19,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,19,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,19,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,19,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,19,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,19,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,19,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,19,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,19,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,19,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,20,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,20,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,20,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,20,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,20,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,20,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,20,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,20,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,20,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,20,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,20,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0
CV03,20,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,1,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,1,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,1,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,1,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,1,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,1,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,1,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,1,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,1,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,1,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,1,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,1,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,2,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,2,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,2,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,2,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,2,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,2,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,2,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,2,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,2,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,2,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,2,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,2,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,3,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,3,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,3,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,3,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,3,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,3,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,3,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,3,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,3,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,3,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,3,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,3,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,4,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,4,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,4,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,4,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,4,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,4,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,4,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,4,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,4,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,4,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,4,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,4,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,5,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,5,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,5,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,5,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,5,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,5,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,5,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,5,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,5,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,5,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,5,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,5,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,6,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,6,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,6,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,6,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,6,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,6,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,6,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,6,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,6,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,6,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,6,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,6,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,7,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,7,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,7,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,7,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,7,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,7,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,7,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,7,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,7,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,7,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,7,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,7,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,8,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,8,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,8,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,8,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,8,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,8,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,8,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,8,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,8,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,8,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,8,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,8,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,9,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,9,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,9,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,9,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,9,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,9,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,9,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,9,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,9,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0
CV04,9,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0
