outer_fold,seed_index,q,inner_fold,fit_rows,holdout_rows,fit_groups,holdout_groups,group_intersection_count,channel_source,validation_outcomes_used,feature_columns,interaction_ridge,candidate_coefficients,control_coefficients,feature_map
CV04,15,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,15,8,aggregate,1024,1024,,,,,0,6,0.001,-0.0004679125074142163;-0.6202312134424534;-0.7197652681931311;0.3207317063094429;0.392011921416371;0.1108529186229914,8.040224399503317e-05;-0.2856103484377959;-0.8309298695812571;0.1500248055070681;0.1259582051626687;0.1304809039579334,"[1,u,v,u*v,u^2,v^2]"
CV04,16,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,16,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,16,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,16,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,16,4,aggregate,1024,1024,,,,,0,6,0.001,9.022813926790291e-05;-0.402503555958558;-0.4947226633853489;-0.2479648791924998;-0.6287459223210106;-0.156038229002069,-0.001171061143611821;0.1839442038949486;-1.030434069077417;0.1302664569293411;0.02833362075865302;0.1596827648614787,"[1,u,v,u*v,u^2,v^2]"
CV04,16,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,16,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,16,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,16,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,16,6,aggregate,1024,1024,,,,,0,6,0.001,0.0006518901204232189;-0.4728120969578074;-0.7429806894275032;0.4284824453165794;1.690228143448568;0.07543422227434046,-0.000918821889309937;-0.2278321163814643;-0.9815348159077931;0.2007364940669475;0.1470142718757343;0.2252714106934236,"[1,u,v,u*v,u^2,v^2]"
CV04,16,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,16,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,16,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,16,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,16,8,aggregate,1024,1024,,,,,0,6,0.001,-0.00038356218055423;-0.6169470747582003;-0.7200024366110644;0.3247851906781112;0.3845027104002433;0.1108465765943877,6.863122507468029e-05;-0.2869659043267589;-0.8244351544548216;0.1499669997213728;0.1261320704314866;0.1308795894291459,"[1,u,v,u*v,u^2,v^2]"
CV04,17,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,17,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,17,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,17,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,17,4,aggregate,1024,1024,,,,,0,6,0.001,8.891801543907851e-05;-0.4028141905518291;-0.4940844870135529;-0.2481567006846686;-0.6286619272191697;-0.1560642769674536,-0.00117843278135635;0.1869010743097235;-1.033019136382475;0.1308324257550232;0.02893315590988288;0.159793123550511,"[1,u,v,u*v,u^2,v^2]"
CV04,17,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,17,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,17,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,17,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,17,6,aggregate,1024,1024,,,,,0,6,0.001,0.0006712299061118192;-0.4691086950388396;-0.7476766272036507;0.428505552092917;1.692857005568165;0.07326561745202495,-0.0009189165337163418;-0.2308092456646929;-0.9786534692680159;0.1997602197166695;0.1466034900401783;0.2242679891481953,"[1,u,v,u*v,u^2,v^2]"
CV04,17,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,17,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,17,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,17,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,17,8,aggregate,1024,1024,,,,,0,6,0.001,-0.0004364107052596627;-0.6167029651198603;-0.7257250574671753;0.3234293116210606;0.3714115368488853;0.1107317467215893,5.306606132794248e-05;-0.2855738484969181;-0.8288751490432589;0.149859416738844;0.126446873121335;0.1304695758098098,"[1,u,v,u*v,u^2,v^2]"
CV04,18,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,18,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,18,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,18,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,18,4,aggregate,1024,1024,,,,,0,6,0.001,9.101849428876227e-05;-0.4030467651552426;-0.4933528029731828;-0.2481714579364622;-0.6288336929266004;-0.1560153097366477,-0.001168900016924014;0.184990749071107;-1.030550788328029;0.1303295478103843;0.02851422249365492;0.1595196664545973,"[1,u,v,u*v,u^2,v^2]"
CV04,18,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,18,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,18,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,18,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,18,6,aggregate,1024,1024,,,,,0,6,0.001,0.000646323181811547;-0.4698042151093465;-0.745652042802142;0.4312419309876396;1.69709478422844;0.07488325298683761,-0.0009089199792389198;-0.225689586749289;-0.9829261889132499;0.1997259713337597;0.1459374881690003;0.2239620056166089,"[1,u,v,u*v,u^2,v^2]"
CV04,18,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,18,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,18,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,18,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,18,8,aggregate,1024,1024,,,,,0,6,0.001,-0.0004440487991822868;-0.5992403259063654;-0.7360354286046302;0.3399291452256825;0.4302640836487477;0.1150423386150133,6.237214413905808e-05;-0.2872493362728622;-0.8277202697583493;0.1489249680407036;0.1256800837917647;0.1289141033863676,"[1,u,v,u*v,u^2,v^2]"
CV04,19,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,19,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,19,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,19,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,19,4,aggregate,1024,1024,,,,,0,6,0.001,9.346753781266622e-05;-0.402879669347107;-0.4934542122583259;-0.2482586786336426;-0.629030052963091;-0.1561485351153672,-0.001171301217093914;0.1864428309962256;-1.03174241034301;0.1306149257880191;0.02870512729481649;0.1596907627951812,"[1,u,v,u*v,u^2,v^2]"
CV04,19,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,19,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,19,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,19,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,19,6,aggregate,1024,1024,,,,,0,6,0.001,0.0006653226072621637;-0.4722356470328608;-0.7455206241252635;0.4270979431594498;1.68188940276201;0.0742625387117164,-0.0009274670944458762;-0.2319927772209919;-0.980478243966272;0.2001891955870717;0.1466375081960797;0.2246415533722705,"[1,u,v,u*v,u^2,v^2]"
CV04,19,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,19,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,19,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,19,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,19,8,aggregate,1024,1024,,,,,0,6,0.001,-0.0005099102773336885;-0.6118073844935799;-0.7318562905396344;0.3329122388956963;0.4164439356726168;0.1148834606728409,5.73787443474946e-05;-0.2828681286354047;-0.83201074289892;0.1501458834867673;0.1264115637766888;0.1307328867742775,"[1,u,v,u*v,u^2,v^2]"
CV04,20,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,20,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,20,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,20,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,20,4,aggregate,1024,1024,,,,,0,6,0.001,9.002297814568092e-05;-0.4026572743622477;-0.4944784868287725;-0.2479321727636727;-0.6286334885481641;-0.1559958495794077,-0.001170039287488794;0.1820096973389174;-1.028068541742834;0.1301599207599264;0.02807992325112267;0.1602469603703006,"[1,u,v,u*v,u^2,v^2]"
CV04,20,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,20,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,20,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,20,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,20,6,aggregate,1024,1024,,,,,0,6,0.001,0.000691747002990784;-0.4691543013508187;-0.7478865628857099;0.4300715581757468;1.682919275221068;0.07341884916981613,-0.0009212617259109974;-0.23465116237537;-0.9762682738098862;0.1998910748447161;0.1463009375583403;0.2245883712344707,"[1,u,v,u*v,u^2,v^2]"
CV04,20,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,20,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,20,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,20,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV04,20,8,aggregate,1024,1024,,,,,0,6,0.001,-0.0004788809083008437;-0.6087447056892771;-0.7313192191282729;0.3342799465426011;0.3872603748609345;0.1167250625469057,8.110791442057159e-05;-0.2906240655762747;-0.825278349747529;0.149168457795399;0.1259683987445163;0.1288427800385395,"[1,u,v,u*v,u^2,v^2]"
CV05,1,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,1,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,1,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,1,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,1,4,aggregate,1024,1024,,,,,0,6,0.001,0.002700325625526942;-0.3161074807959171;-0.1398182126663392;-0.03584195839664109;0.05344504929623538;-0.7686774697209505,0.005944116632916619;-0.8746865736406917;0.4342178733953037;-1.393906963069346;-0.8432754235706911;-2.234556984080088,"[1,u,v,u*v,u^2,v^2]"
CV05,1,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,1,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,1,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,1,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,1,6,aggregate,1024,1024,,,,,0,6,0.001,0.003559266455702237;-0.4267865349139718;-0.5069528320553821;0.4689800910571406;0.2057465014326751;0.2616845670918569,0.003586096720139561;-1.461633537751319;0.750877399484697;-0.1147146987090792;0.3582513799970712;-0.5147119791175937,"[1,u,v,u*v,u^2,v^2]"
CV05,1,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,1,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,1,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,1,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,1,8,aggregate,1024,1024,,,,,0,6,0.001,0.003047640879058831;-0.2975116843287527;-0.6211815586783452;0.3524038132033372;-0.02602986148478551;0.7897035767412881,0.002443091216458256;-1.140485839171562;0.4078714789583367;0.4156323806820756;0.9148070404589911;-0.1167237062047606,"[1,u,v,u*v,u^2,v^2]"
CV05,2,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,2,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,2,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,2,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,2,4,aggregate,1024,1024,,,,,0,6,0.001,0.0027034023722993;-0.3158890433520993;-0.1404731558044588;-0.03488291144413608;0.05424676262322827;-0.7682333062095317,0.005944117427749534;-0.8676568850096932;0.4290167382839031;-1.393924586767327;-0.8411819098739387;-2.234047137940153,"[1,u,v,u*v,u^2,v^2]"
CV05,2,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,2,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,2,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,2,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,2,6,aggregate,1024,1024,,,,,0,6,0.001,0.003557083796401938;-0.4047245258219485;-0.5389832209022781;0.4799065935477662;0.2323824435700363;0.2411238280959514,0.003622214874583542;-1.439265411836392;0.7265804575613173;-0.1255621859726405;0.3586921685631903;-0.5236379627403152,"[1,u,v,u*v,u^2,v^2]"
CV05,2,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,2,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,2,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,2,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,2,8,aggregate,1024,1024,,,,,0,6,0.001,0.002950091257069449;-0.2285176052858671;-0.676274646597586;0.323983332741472;0.01278176020191875;0.7869371319017495,0.002482313161894176;-1.135102588290542;0.4014689124844978;0.3658028593406898;0.8783560956937854;-0.1673037524640382,"[1,u,v,u*v,u^2,v^2]"
CV05,3,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,3,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,3,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,3,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,3,4,aggregate,1024,1024,,,,,0,6,0.001,0.002700566011345769;-0.3161043763584268;-0.1394083055055065;-0.04667066318936645;0.05185468060506669;-0.7678567342820223,0.005931152979602743;-0.8716265176952491;0.4317022413402141;-1.389954005727843;-0.8408505829371345;-2.229160710579919,"[1,u,v,u*v,u^2,v^2]"
CV05,3,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,3,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,3,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,3,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,3,6,aggregate,1024,1024,,,,,0,6,0.001,0.003476452446318017;-0.4266087388634621;-0.4966488728162501;0.4759588120203979;0.1478716828211299;0.2749826124226904,0.003610706257283844;-1.45381590746826;0.7419197714407851;-0.09983159760613389;0.3694487345419479;-0.4973642642559827,"[1,u,v,u*v,u^2,v^2]"
CV05,3,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,3,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,3,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,3,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,3,8,aggregate,1024,1024,,,,,0,6,0.001,0.002891476072472217;-0.2611875779906251;-0.6658113338823596;0.3687672988956853;0.02452731650300964;0.7856353310878428,0.002509896112336441;-1.114808174039781;0.3796550230033528;0.3744423254648458;0.8898796517620738;-0.155957010265084,"[1,u,v,u*v,u^2,v^2]"
CV05,4,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,4,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,4,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,4,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,4,4,aggregate,1024,1024,,,,,0,6,0.001,0.002703158126844333;-0.3160945166640972;-0.1394906682474771;-0.04352930069970159;0.05177065270987124;-0.7672779595515605,0.005929873469441557;-0.8536137065239956;0.4186939309899241;-1.388967909250587;-0.8368442549477018;-2.225406511555041,"[1,u,v,u*v,u^2,v^2]"
CV05,4,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,4,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,4,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,4,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,4,6,aggregate,1024,1024,,,,,0,6,0.001,0.003486845934841631;-0.4135961068630611;-0.5315127703001489;0.4712206329663669;0.1715360212370955;0.2584241174879994,0.003678819720169816;-1.404749330567159;0.6953529430319556;-0.1269444830930257;0.3791305574801372;-0.5199466891603449,"[1,u,v,u*v,u^2,v^2]"
CV05,4,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,4,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,4,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,4,8,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,4,8,aggregate,1024,1024,,,,,0,6,0.001,0.002996938893809561;-0.237787921718424;-0.6658315641588088;0.4189923456396125;0.07265017984737453;0.7898755220809076,0.00245079718801597;-1.140489283410448;0.4065710307859329;0.3917534347916678;0.8946641167223243;-0.1444996115001616,"[1,u,v,u*v,u^2,v^2]"
CV05,5,4,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,5,4,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,5,4,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,5,4,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,5,4,aggregate,1024,1024,,,,,0,6,0.001,0.002702847357570088;-0.315905284237596;-0.1402849247111621;-0.04560391495552362;0.05406743596687089;-0.7686656867853374,0.005925998012449425;-0.8577639498618724;0.4220594851430576;-1.392495638766954;-0.8404621282977363;-2.229147219281069,"[1,u,v,u*v,u^2,v^2]"
CV05,5,6,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,5,6,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,5,6,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,5,6,4,701,323,G02;G03;G04;G05;G06;G09;G10,G01;G07;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,5,6,aggregate,1024,1024,,,,,0,6,0.001,0.003330961343074036;-0.450186366796721;-0.4837670773431241;0.5760427381140178;0.3800320445494245;0.2432439407501027,0.0036290401042355;-1.419975767926382;0.7158444614491126;-0.1038331197444317;0.3952930303722247;-0.510358949717322,"[1,u,v,u*v,u^2,v^2]"
CV05,5,8,1,818,206,G01;G02;G03;G04;G07;G09;G10;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,5,8,2,709,315,G01;G02;G05;G06;G07;G09;G12,G03;G04;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
CV05,5,8,3,844,180,G01;G03;G04;G05;G06;G07;G10;G12,G02;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,
